date,year,person,desc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
April 1,33,According to one historian's account,Jesus Christ's Last Supper is held.
April 1,286,Emperor Diocletian elevates his general Maximian to co-emperor with the rank of Augustus and gives him control over the Western regions of the Roman Empire.
April 1,325,Crown Prince Jin Chengdi,age four,succeeds his father Jin Mingdi as emperor of the Eastern Jin dynasty.
April 1,457,Majorian is acclaimed emperor by the Roman army after defeating 900 Alemanni near Lake Maggiore (Italy).
April 1,527,Byzantine Emperor Justin I names his nephew Justinian I as co-ruler and successor to the throne.
April 1,528,The daughter of Emperor Xiaoming of Northern Wei was made the "Emperor" as a male heir of the late emperor by Empress Dowager Hu. Deposed and replaced by Yuan Zhao the next day,she was the first female monarch in the History of China,but is not widely recognised.
April 1,988,Robert II of France is married to Rozala of Italy. The marriage is arranged by his father,King Hugh Capet.
April 1,1234,Richard Marshal,3rd Earl of Pembroke,is defeated by knights loyal to King Henry III of England in the Battle of the Curragh in Ireland.
April 1,1293,Robert Winchelsey leaves England for Rome,to be consecrated as Archbishop of Canterbury.
April 1,1318,Berwick-upon-Tweed is captured by Scotland from England.
April 1,1340,Niels Ebbesen kills Gerhard III,Count of Holstein-Rendsburg in his bedroom,ending the 1332-1340 interregnum in Denmark.
April 1,1545,Potosí,Bolivia,is founded after the discovery of huge silver deposits in the area.
April 1,1572,In the Eighty Years' War,the Watergeuzen capture Brielle from the Seventeen Provinces,gaining the first foothold on land for what would become the Dutch Republic.
April 1,1625,A combined Spanish and Portuguese fleet of 52 ships commences the recapture of Bahia from the Dutch during the Dutch,Portuguese War.
April 1,1789,In New York City,the United States House of Representatives achieves its first quorum and elects Frederick Muhlenberg of Pennsylvania as its first Speaker.
April 1,1826,Samuel Morey received a patent for a compressionless "Gas or Vapor Engine".
April 1,1833,The Convention of 1833,a political gathering of settlers in Mexican Texas to help draft a series of petitions to the Mexican government,begins in San Felipe de Austin.
April 1,1854,Charles Dickens' novel Hard Times begins serialisation in his magazine Household Words.
April 1,1865,American Civil War: Union troops led by Philip Sheridan decisively defeat Confederate troops led by George Pickett,cutting the Army of Northern Virginia's last supply line.
April 1,1867,Singapore becomes a British crown colony.
April 1,1871,The 3rd Duke of Buckingham opened the Brill Tramway,a short railway line to transport goods between his lands and the national rail network.
April 1,1873,The White Star steamer RMS Atlantic sinks off Nova Scotia,killing 547 in one of the worst marine disasters of the 19th century.
April 1,1889,The University of Northern Colorado was established,as the Colorado State Normal School.
April 1,1891,The Wrigley Company is founded in Chicago,Illinois.
April 1,1893,The rank of Chief Petty Officer in the United States Navy is established.
April 1,1908,The Territorial Force (renamed Territorial Army in 1920) is formed as a volunteer reserve component of the British Army.
April 1,1918,The Royal Air Force is created by the merger of the Royal Flying Corps and the Royal Naval Air Service.
April 1,1924,Adolf Hitler is sentenced to five years imprisonment for his participation in the "Beer Hall Putsch" but spends only nine months in jail.
April 1,1924,The Royal Canadian Air Force is formed.
April 1,1933,The recently elected Nazis under Julius Streicher organize a one-day boycott of all Jewish-owned businesses in Germany,ushering in a series of anti-Semitic acts.
April 1,1933,English cricketer Wally Hammond set a record for the highest individual Test innings of 336 not out,during a Test match against New Zealand.
April 1,1935,India's central banking institution,The Reserve Bank of India,is formed.
April 1,1937,Aden becomes a British crown colony.
April 1,1937,The Royal New Zealand Air Force is formed as an independent service.
April 1,1937,Spanish Civil War: Jaén,Spain is bombed by German fascist forces,supporting Francoist Nationalists.
April 1,1939,Spanish Civil War: Generalísimo Francisco Franco of the Spanish State announces the end of the Spanish Civil War,when the last of the Republican forces surrender.
April 1,1941,Fântâna Albă massacre: Between 200 and 2,000 Romanian civilians are killed by Soviet Border Troops.
April 1,1941,A military coup in Iraq overthrows the regime of 'Abd al-Ilah and installs Rashid Ali al-Gaylani as Prime Minister.
April 1,1944,Navigation errors lead to an accidental American bombing of the Swiss city of Schaffhausen.
April 1,1945,World War II: The Tenth United States Army attacks the Thirty-Second Japanese Army on Okinawa.
April 1,1946,The 8.6 Mw  Aleutian Islands earthquake shakes the Aleutian Islands with a maximum Mercalli intensity of VI (Strong). A destructive tsunami reaches the Hawaiian Islands resulting in dozens of deaths,mostly in Hilo,Hawaii.
April 1,1947,The only mutiny in the history of the Royal New Zealand Navy begins.
April 1,1948,Cold War: Communist forces respond to the introduction of the Deutsche Mark by attempting to force the western powers to withdraw from Berlin.
April 1,1948,Faroe Islands gain autonomy from Denmark.
April 1,1949,Chinese Civil War: The Chinese Communist Party holds unsuccessful peace talks with the Nationalist Party in Beijing,after three years of fighting.
April 1,1949,The Government of Canada repeals Japanese-Canadian internment after seven years.
April 1,1954,United States President Dwight D. Eisenhower authorizes the creation of the United States Air Force Academy in Colorado.
April 1,1955,The EOKA rebellion against the British Empire begins in Cyprus,with the goal of unifying with Greece.
April 1,1960,The TIROS-1 satellite transmits the first television picture from space.
April 1,1969,The Hawker Siddeley Harrier,the first operational fighter aircraft with Vertical/Short Takeoff and Landing capabilities,enters service with the Royal Air Force.
April 1,1970,President Richard Nixon signs the Public Health Cigarette Smoking Act into law,requiring the Surgeon General's warnings on tobacco products and banning cigarette advertising on television and radio in the United States,effective 1 January 1971.
April 1,1970,The first of over 670,000 AMC Gremlins are released into North America to compete with foreign imported cars.
April 1,1971,Bangladesh Liberation War: The Pakistan Army massacre over 1,000 people in Keraniganj Upazila,Bangladesh.
April 1,1973,Project Tiger,a tiger conservation project,is launched in the Jim Corbett National Park,India.
April 1,1974,The Local Government Act 1972 of England and Wales comes into effect.
April 1,1976,Apple Inc. is formed by Steve Jobs,Steve Wozniak,and Ronald Wayne in Cupertino,California,USA.
April 1,1978,The Philippine College of Commerce,through a presidential decree,becomes the Polytechnic University of the Philippines.
April 1,1979,Iran becomes an Islamic republic by a 99% vote,officially overthrowing the Shah.
April 1,1979,Nickelodeon was launched in United States.
April 1,1986,Communist Party of Nepal (Mashal) cadres attack a number of police stations in Kathmandu,seeking to incite a popular rebellion.
April 1,1989,Margaret Thatcher's new local government tax,the Community Charge (commonly known as the "poll tax"),is introduced in Scotland.
April 1,1993,Los Angeles County Metropolitan Transportation Authority is founded in Los Angeles,California,USA.
April 1,1996,The government of Nova Scotia amalgamated the City of Halifax and the over 200 communities around the area to create the Halifax Regional Municipality.
April 1,1997,Comet Hale,Bopp is seen passing at perihelion.
April 1,1999,Nunavut is established as a Canadian territory carved out of the eastern part of the Northwest Territories.
April 1,2001,An EP-3E United States Navy surveillance aircraft collides with a Chinese People's Liberation Army Shenyang J-8 fighter jet. The Navy crew makes an emergency landing in Hainan,China and is detained.
April 1,2001,Former President of Federal Republic of Yugoslavia Slobodan Milošević surrenders to police special forces,to be tried on war crimes charges.
April 1,2001,Same-sex marriage becomes legal in the Netherlands,the first contemporary country to allow it.
April 1,2004,Google announces Gmail to the public.
April 1,2006,Serious Organised Crime Agency (SOCA) of the Government of the United Kingdom is enforced,but later merged into National Crime Agency on 7 October 2013.
April 1,2011,After protests against the burning of the Quran turn violent,a mob attacks a United Nations compound in Mazar-i-Sharif,Afghanistan,resulting in the deaths of thirteen people,including eight foreign workers.
April 1,2016,Nagorno-Karabakh clashes: The Four Day War or April War begins along the Nagorno-Karabakh line of contact on April 1.
April 2,1513,Spanish explorer Juan Ponce de León first sights land in what is now the United States state of Florida.
April 2,1755,Commodore William James captures the Maratha fortress of Suvarnadurg on west coast of India.
April 2,1792,The Coinage Act is passed establishing the United States Mint.
